City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
256,ilulissat,48,GL,1513029000,84,69.22,-51.1,32.0,17.22
257,kungurtug,48,RU,1513029878,72,50.6,97.52,-6.95,3.02
258,dengzhou,64,CN,1513029878,54,32.68,112.08,36.57,11.74
259,sitka,75,US,1513026420,87,57.05,-135.33,42.8,4.03
260,tahta,0,EG,1513026000,47,26.77,31.5,59.0,2.24
261,ancud,80,CL,1513029880,77,-41.87,-73.82,70.77,0.89
262,buala,32,SB,1513029880,100,-8.14,159.59,80.53,2.91
263,vestmannaeyjar,92,IS,1513029881,100,63.44,-20.27,38.68,24.83
264,tete,92,MZ,1513029882,88,-16.16,33.59,71.8,4.81
265,lagoa,32,PT,1513029882,100,39.05,-27.98,63.48,7.94
266,la ronge,90,CA,1513026000,92,55.1,-105.28,19.4,4.7
267,villa carlos paz,0,AR,1513026000,28,-31.42,-64.5,82.4,10.29
268,churapcha,8,RU,1513029884,0,62.0,132.43,-47.9,2.68
269,humboldt,1,US,1513029360,25,35.82,-88.92,64.4,12.75
270,voh,68,NC,1513029885,100,-20.97,164.7,75.45,9.73
271,melito di porto salvo,20,IT,1513025700,67,37.92,15.77,60.8,16.11
272,harper,0,LR,1513029886,100,4.38,-7.72,81.43,6.82
273,castro,100,BR,1513029887,50,-24.79,-50.01,74.5,8.95
274,chuy,0,UY,1513029888,69,-33.7,-53.46,67.21,13.87
275,clinton,90,US,1513028100,86,42.59,-82.92,32.0,6.93
276,kavieng,76,PG,1513029889,100,-2.57,150.8,81.48,11.74
277,lulea,0,SE,1513029000,90,65.58,22.15,32.0,5.82
278,san quintin,0,MX,1513029840,30,30.48,-115.95,73.29,4.36
279,aloleng,48,PH,1513029890,98,16.13,119.78,78.1,5.59
280,genhe,0,CN,1513029891,36,50.78,121.52,-26.08,6.38
281,ulladulla,75,AU,1513027800,83,-35.35,150.47,69.8,3.24
282,uyemskiy,90,RU,1513027800,100,64.47,40.85,30.2,8.95
283,jingdezhen,0,CN,1513029892,69,29.29,117.21,26.04,5.37
284,san agustin,90,MX,1513025520,13,20.53,-103.47,64.4,3.13
285,thio,40,NC,1513027800,65,-21.62,166.22,82.4,3.36
286,tiksi,0,RU,1513029894,0,71.69,128.87,-41.15,2.91
287,lamar,1,US,1513025580,10,38.09,-102.62,62.6,14.99
288,aykhal,76,RU,1513029895,40,66.0,111.5,-27.29,6.6
289,bella vista,1,US,1513029300,20,36.43,-94.23,66.2,17.22
290,tosno,90,RU,1513027800,98,59.54,30.88,32.0,4.47
291,korla,68,CN,1513029897,74,41.76,86.15,14.38,2.35
292,kahului,20,US,1513025760,61,20.89,-156.47,80.6,18.34
293,oranjestad,20,AW,1513026000,74,12.52,-70.03,84.2,8.05
294,broome,48,AU,1513026000,79,-17.97,122.23,86.0,8.05
295,obihiro,0,JP,1513029899,72,42.92,143.2,16.77,7.72
296,brae,36,GB,1513029000,86,60.4,-1.35,33.8,6.93
297,flinders,75,AU,1513027800,83,-34.58,150.86,69.8,3.47
298,phalombe,80,MW,1513029901,98,-15.81,35.65,66.76,3.02
299,celestun,76,MX,1513029902,100,20.87,-90.4,72.7,9.73
300,hinatuan,92,PH,1513029903,100,8.37,126.33,80.76,9.73
301,xichang,8,CN,1513029903,100,27.9,102.26,30.76,1.57
302,byron bay,88,AU,1513026000,69,-28.65,153.62,73.4,8.05
303,bilma,12,NE,1513029904,54,18.69,12.92,52.0,2.8
304,kargasok,44,RU,1513029904,88,59.06,80.86,12.27,2.46
305,bodden town,75,KY,1513026000,73,19.28,-81.25,73.4,17.22
306,namibe,88,AO,1513029906,100,-15.2,12.15,71.49,6.38
307,borovskoy,88,KZ,1513029907,84,53.8,64.15,9.7,3.91
308,indramayu,80,ID,1513029907,100,-6.33,108.32,78.33,4.36
309,qaqortoq,88,GL,1513029000,69,60.72,-46.03,35.6,6.93
310,saquena,12,PE,1513029908,100,-4.67,-73.52,77.38,7.27
311,sorland,75,NO,1513025400,69,67.67,12.69,35.6,10.29
312,khndzoresk,0,AM,1513029909,72,39.51,46.43,5.79,2.13
313,cayhagan,92,PH,1513029910,100,9.67,122.43,76.08,3.58
314,mehran,0,IR,1513026000,38,33.12,46.16,39.2,4.7
315,omboue,68,GA,1513029911,100,-1.57,9.26,77.7,2.68
316,pozoblanco,0,ES,1513026000,93,38.38,-4.85,46.4,4.7
317,garoua,0,CM,1513026000,41,9.3,13.4,77.0,5.7
318,kochubey,36,RU,1513029913,100,44.39,46.58,36.93,5.93
319,wuda,0,CN,1513029913,69,39.5,106.71,4.21,3.13
320,karratha,0,AU,1513029783,80,-20.74,116.85,71.53,9.95
321,mount gambier,0,AU,1513029914,90,-37.83,140.77,55.51,3.69
322,cruzeiro do sul,0,BR,1513029914,60,-29.51,-51.99,71.22,5.7
323,boa vista,20,BR,1513026000,41,2.82,-60.67,93.2,10.29
324,puerto montt,75,CL,1513026000,68,-41.47,-72.94,66.2,5.82
325,barcelos,20,PT,1513027800,87,41.54,-8.62,42.8,5.82
326,acarau,0,BR,1513029917,69,-2.89,-40.12,82.65,15.55
327,tokur,24,RU,1513029918,46,53.13,132.9,-30.49,2.35
328,bud,1,US,1513028100,56,39.45,-86.18,48.2,9.17
329,kunyang,56,CN,1513029919,100,27.67,120.57,43.86,11.97
330,haines junction,0,CA,1513029919,77,60.75,-137.51,29.05,8.39
331,pascagoula,1,US,1513028100,62,30.37,-88.56,64.4,5.82
332,saldanha,0,ZA,1513026000,67,-33.01,17.94,60.8,18.34
333,tura,0,IN,1513029921,92,25.52,90.22,59.7,1.9
334,sioux lookout,90,CA,1513027740,71,50.1,-91.92,8.6,8.05
335,axim,12,GH,1513029922,100,4.87,-2.24,82.15,7.38
336,horasan,0,TR,1513029922,52,40.05,42.17,-0.29,2.46
337,ketchikan,1,US,1513025760,33,55.34,-131.65,62.6,13.87
338,huntington,1,US,1513026900,37,38.42,-82.45,50.0,9.17
339,bow island,75,CA,1513026000,48,49.87,-111.37,41.0,4.7
340,abha,0,SA,1513026000,14,18.22,42.51,51.8,6.93
341,broken hill,0,AU,1513029924,55,-31.95,141.43,69.06,8.28
342,saraland,1,US,1513028100,62,30.82,-88.07,64.4,5.82
343,kudat,75,MY,1513026000,100,6.88,116.85,77.0,4.7
344,tazovskiy,76,RU,1513029926,84,67.47,78.7,13.26,15.88
345,morant bay,75,JM,1513026000,83,17.88,-76.41,80.6,2.24
346,eganville,75,CA,1513026000,78,45.53,-77.1,8.6,5.82
347,lavrentiya,92,RU,1513029928,100,65.58,-171.0,21.13,34.45
348,paamiut,88,GL,1513029928,87,61.99,-49.67,32.11,8.61
349,grapevine,40,US,1513029480,7,32.93,-97.08,78.8,13.87
350,kempsey,100,AU,1513029929,98,-31.08,152.83,68.25,1.68
351,yar-sale,80,RU,1513029434,86,66.83,70.83,5.43,11.97
352,upata,80,VE,1513029930,67,8.01,-62.4,79.63,9.51
353,kununurra,0,AU,1513026000,88,-15.77,128.73,78.8,2.24
354,isangel,48,VU,1513029931,100,-19.55,169.27,78.73,10.4
355,carballo,20,ES,1513029600,66,43.21,-8.69,50.0,11.41
356,beyneu,0,KZ,1513029932,88,45.32,55.2,16.81,4.36
357,fortuna,1,US,1513028100,47,40.6,-124.16,71.6,9.17
358,finschhafen,88,PG,1513029933,100,-6.6,147.87,73.51,1.23
359,dergachi,68,RU,1513029934,97,51.23,48.77,31.26,7.94
360,suez,36,EG,1513029935,80,29.97,32.53,45.39,2.68
361,inuvik,90,CA,1513027920,85,68.35,-133.72,12.2,10.29
362,vadso,75,NO,1513029000,95,70.07,29.75,32.0,19.46
363,koraput,0,IN,1513029937,83,18.82,82.72,54.48,1.68
364,yokadouma,0,CM,1513029937,91,3.52,15.05,71.67,2.46
365,vila franca do campo,20,PT,1513027800,72,37.72,-25.43,59.0,4.7
366,leningradskiy,56,RU,1513029938,95,69.38,178.42,8.8,25.61
367,severodvinsk,90,RU,1513027800,100,64.56,39.83,30.2,8.95
368,vrangel,48,RU,1513029940,100,42.73,133.08,16.18,32.77
369,victoria,20,CA,1513026900,65,48.43,-123.37,48.2,5.82
370,opuwo,24,NA,1513029941,52,-18.06,13.84,69.6,6.6
371,komsomolskiy,75,UZ,1513027800,92,40.43,71.72,28.4,2.24
372,villarrica,0,PY,1513029941,46,-25.75,-56.43,86.7,3.8
373,asosa,0,ET,1513029942,64,10.07,34.53,58.53,2.57
374,gizo,48,SB,1513029942,100,-8.1,156.84,81.43,7.05
375,talcahuano,90,CL,1513026000,82,-36.72,-73.12,59.0,11.41
376,constitucion,56,CL,1513029943,87,-35.33,-72.42,60.1,11.18
377,sisimiut,56,GL,1513029944,100,66.94,-53.67,10.2,1.57
378,potosi,80,BO,1513029944,63,-19.58,-65.75,49.75,3.02
379,yulara,20,AU,1513026000,32,-25.24,130.99,66.2,4.7
380,samarai,88,PG,1513029946,100,-10.62,150.67,78.42,6.93
381,morelia,75,MX,1513024920,15,19.7,-101.18,66.2,3.36
382,jacareacanga,90,BR,1513026000,100,-6.22,-57.75,73.4,2.13
383,vaitape,44,PF,1513029948,96,-16.52,-151.75,83.37,7.38
384,vostok,68,RU,1513029949,76,46.49,135.88,3.72,5.48
385,palu,76,ID,1513029949,100,-0.89,119.87,78.28,3.36
386,andrelandia,76,BR,1513029950,54,-21.74,-44.31,74.05,6.6
387,santa fe,1,US,1513029180,11,35.69,-105.94,53.6,11.41
388,alyangula,56,AU,1513029951,100,-13.85,136.42,84.81,2.01
389,srednekolymsk,44,RU,1513029951,64,67.45,153.68,-21.4,2.57
390,kuytun,12,RU,1513029952,50,54.34,101.5,-17.98,4.25
391,mindelo,20,CV,1513029953,99,16.89,-24.98,74.86,15.55
392,green river,1,US,1513025640,15,41.53,-109.47,46.4,5.82
393,cascais,20,PT,1513027800,71,38.7,-9.42,51.8,11.41
394,bontang,8,ID,1513029954,100,0.13,117.5,80.98,8.95
395,gazli,0,UZ,1513029955,81,40.13,63.45,19.47,10.63
396,kutum,20,SD,1513029956,38,14.2,24.67,58.98,9.17
397,narsaq,64,GL,1513029000,69,60.92,-46.05,35.6,6.93
398,baijiantan,8,CN,1513029957,70,45.63,85.18,12.9,3.24
399,champua,0,IN,1513029798,90,22.08,85.67,58.3,2.8
400,severnyy,75,RU,1513027800,100,50.68,36.55,35.6,4.47
401,hay river,75,CA,1513026000,92,60.82,-115.8,23.0,8.05
402,atambua,0,ID,1513029959,100,-9.11,124.89,76.71,4.25
403,camapua,0,BR,1513029960,62,-19.53,-54.04,83.95,6.04
404,ngunguru,0,NZ,1513029960,93,-35.62,174.5,67.71,2.57
405,muroto,40,JP,1513026600,100,33.28,134.15,32.0,2.24
406,salalah,0,OM,1513025400,22,17.02,54.09,69.8,11.41
407,maraa,0,BR,1513029962,52,-1.83,-65.37,91.96,8.05
408,sur,0,OM,1513029963,100,22.57,59.53,69.6,2.57
409,lata,40,PT,1513026000,76,40.16,-8.33,48.2,2.24
410,trincomalee,56,LK,1513029964,94,8.57,81.23,72.66,2.91
411,cardston,40,CA,1513026000,39,49.2,-113.3,50.0,3.36
412,caravelas,68,BR,1513029965,94,-17.71,-39.25,80.8,9.84
413,aksha,0,RU,1513029965,45,50.28,113.29,-30.13,2.8
414,kapit,92,MY,1513029966,99,2.02,112.93,73.38,2.01
415,quatre cocos,20,MU,1513026000,88,-20.21,57.76,75.2,4.7
416,fuxin,0,CN,1513029967,45,42.02,121.66,-6.64,7.49
417,verkhoyansk,8,RU,1513029968,0,67.54,133.38,-57.67,2.57
418,dedza,92,MW,1513029968,100,-14.38,34.33,63.75,2.57
419,jining,56,CN,1513029969,42,35.41,116.58,23.7,9.84
420,orlik,56,RU,1513029969,73,52.52,99.83,-7.49,2.13
421,porbandar,0,IN,1513029970,84,21.64,69.61,65.46,10.18
422,mbour,0,SN,1513026000,64,14.42,-16.96,75.2,9.17
423,zhanaozen,8,KZ,1513029971,81,43.3,52.8,19.74,3.13
424,fort nelson,75,CA,1513026000,92,58.81,-122.7,26.6,2.24
425,makhu,90,IN,1513027800,100,31.1,75.0,57.2,5.82
426,araci,64,BR,1513029972,75,-11.33,-38.97,81.57,5.26
427,sulangan,48,PH,1513029973,100,11.14,123.72,80.04,1.68
428,avaton,20,GR,1513025400,86,40.97,24.8,41.0,4.03
429,salinopolis,92,BR,1513029974,93,-0.61,-47.36,82.38,15.77
430,plettenberg bay,76,ZA,1513029975,100,-34.05,23.37,60.69,4.81
431,luderitz,0,NA,1513026000,59,-26.65,15.16,66.2,18.34
432,pangnirtung,20,CA,1513026000,84,66.15,-65.71,1.4,2.24
433,umm lajj,0,SA,1513029976,91,25.02,37.27,66.85,7.72
434,bouar,12,CF,1513029977,41,5.93,15.6,74.1,6.6
435,port maria,75,JM,1513026000,83,18.37,-76.89,80.6,2.24
436,mettur,0,IN,1513029978,93,11.8,77.8,64.74,2.46
437,comodoro rivadavia,0,AR,1513026000,32,-45.87,-67.5,80.6,16.11
438,uruzgan,0,AF,1513029979,63,32.93,66.63,2.46,1.57
439,onega,88,RU,1513029979,87,63.91,38.14,33.51,9.17
440,champerico,75,GT,1513026000,65,14.3,-91.92,82.4,6.93
441,eureka,1,US,1513028100,47,40.8,-124.16,71.6,9.17
442,dingle,92,PH,1513029981,100,11.0,122.67,75.0,2.01
443,la reforma,90,MX,1513024800,30,25.08,-108.05,84.2,8.05
444,alta floresta,64,BR,1513029982,88,-9.88,-56.09,78.87,2.35
445,michigan city,90,US,1513028700,55,41.71,-86.9,39.2,5.82
446,japura,88,ID,1513029983,98,-0.32,102.35,73.06,2.8
447,santa cruz,90,PH,1513026000,100,14.28,121.42,77.0,3.36
448,la romana,40,DO,1513026000,70,18.43,-68.97,84.2,5.37
449,praia da vitoria,40,PT,1513026000,77,38.73,-27.07,60.8,11.97
450,wuan,80,CN,1513029985,75,31.68,112.0,38.23,3.36
451,qianan,0,CN,1513029986,92,44.99,124.06,-7.36,10.4
452,boksitogorsk,88,RU,1513029986,100,59.47,33.85,31.48,4.47
453,colquiri,56,BO,1513029987,43,-17.42,-67.13,56.23,5.93
454,kopychyntsi,48,UA,1513029987,88,49.1,25.91,41.11,13.2
455,plouzane,68,FR,1513027800,86,48.38,-4.62,41.0,3.36
456,kota belud,75,MY,1513026000,94,6.35,116.43,75.2,2.24
457,maldonado,20,UY,1513026000,55,-34.9,-54.95,64.4,13.87
458,san diego de los banos,0,CU,1513029990,68,22.65,-83.37,70.41,9.4
459,nome,90,US,1513025580,92,64.5,-165.41,24.8,9.17
460,kloulklubed,75,PW,1513025640,83,7.04,134.26,82.4,5.82
461,kodinsk,24,RU,1513029991,58,58.69,99.18,-20.09,2.46
462,camocim,0,BR,1513029992,61,-2.9,-40.84,84.36,16.33
463,kyra,0,RU,1513029993,36,49.58,111.98,-26.71,2.46
464,san patricio,75,MX,1513026420,66,19.22,-104.7,84.2,5.82
465,nantong,44,CN,1513029994,100,32.03,120.87,35.22,9.51
466,madimba,80,TZ,1513029994,100,-10.4,40.33,80.76,7.61
467,presidente epitacio,24,BR,1513029995,31,-21.76,-52.12,91.51,11.86
468,manado,20,ID,1513029600,94,1.49,124.85,75.2,2.24
469,little current,90,CA,1513026360,85,45.98,-81.92,17.6,12.75
470,lakeway,1,US,1513026900,26,30.36,-97.98,77.0,3.36
471,mabaruma,76,GY,1513029932,92,8.2,-59.78,78.6,6.04
472,lerwick,8,GB,1513029000,86,60.15,-1.15,33.8,6.93
473,tutoia,20,BR,1513026000,74,-2.76,-42.27,84.2,17.22
474,conceicao do araguaia,24,BR,1513029998,68,-8.26,-49.26,86.34,3.13
475,uray,68,RU,1513029999,80,60.12,64.78,6.91,2.68
476,wattegama,56,LK,1513029999,97,6.8,81.48,74.28,2.8
477,saint-augustin,0,CA,1513030000,100,51.23,-58.65,14.88,18.79
478,mudgee,0,AU,1513030000,84,-32.59,149.59,66.09,6.38
479,petropavlovsk-kamchatskiy,75,RU,1513027800,86,53.05,158.65,30.2,11.63
480,ahuimanu,75,US,1513027500,65,21.44,-157.84,80.6,4.36
481,tendukheda,0,IN,1513026000,67,23.4,79.55,59.0,2.68
482,tamandare,0,BR,1513029929,70,-8.76,-35.1,81.93,12.97
483,umm kaddadah,0,SD,1513030003,58,13.6,26.69,61.63,2.91
484,sokoni,75,TZ,1513026000,83,-6.43,39.55,80.6,16.11
485,coihaique,0,CL,1513026000,35,-45.58,-72.07,71.6,28.86
486,zempoala,0,MX,1513030004,44,19.45,-96.42,72.61,6.04
487,port lincoln,24,AU,1513029807,94,-34.73,135.87,64.96,11.41
488,bronnoysund,8,NO,1513029000,63,65.46,12.2,30.2,8.05
489,kwekwe,80,ZW,1513030006,64,-18.93,29.81,69.69,6.15
490,chapais,75,CA,1513028100,76,49.78,-74.85,-9.41,3.36
491,aksarka,80,RU,1513030007,83,66.56,67.8,1.11,11.63
492,san cayetano,80,CO,1513030008,86,7.88,-72.62,69.69,2.24
493,ocosingo,0,MX,1513030008,55,17.07,-92.25,59.16,2.91
494,posse,92,BR,1513030009,98,-14.09,-46.37,68.65,10.96
495,najran,0,SA,1513026000,20,17.49,44.13,46.4,1.23
496,tarauaca,68,BR,1513030010,93,-8.16,-70.77,76.35,4.14
497,alma,75,CA,1513026000,84,48.55,-71.65,3.2,2.24
498,rennes,0,FR,1513027800,87,48.11,-1.67,41.0,6.93
499,longhua,100,CN,1513030012,65,23.61,114.19,51.51,2.57
500,pimentel,0,PE,1513026000,69,-6.84,-79.93,73.4,20.8
501,alandi,8,IN,1513030013,87,18.67,73.9,57.0,3.13
502,katsuura,20,JP,1513027800,35,35.13,140.3,42.8,17.22
503,sydney,20,AU,1513026000,69,-33.87,151.21,75.2,6.93
504,tiarei,40,PF,1513027800,66,-17.53,-149.33,87.8,12.75
505,mokhsogollokh,12,RU,1513030015,0,61.47,128.92,-39.4,3.13
506,muravlenko,76,RU,1513030016,80,63.79,74.52,-0.97,5.93
507,gold coast,92,AU,1513026000,69,-28.0,153.43,73.4,8.05
508,marienburg,8,SR,1513030017,97,5.85,-55.02,81.03,14.2
509,souillac,20,MU,1513026000,88,-20.52,57.52,75.2,4.7
510,shahr-e kord,0,IR,1513026000,20,32.33,50.86,19.4,2.24
511,warwick,75,US,1513029360,55,41.7,-71.42,39.2,3.36
512,mumford,0,GH,1513030019,90,5.26,-0.76,78.28,5.48
513,pahrump,1,US,1513029300,4,36.21,-115.98,64.4,13.87
